identifier	run	url
SRR2223747	SRR2223747	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2223747/SRR2223747.sra
SRR2224002	SRR2224002	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2224002/SRR2224002.sra
SRR2224051	SRR2224051	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2224051/SRR2224051.sra
SRR2224058	SRR2224058	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2224058/SRR2224058.sra
SRR2244187	SRR2244187	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2244187/SRR2244187.sra
SRR2244312	SRR2244312	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2244312/SRR2244312.sra
SRR2244390	SRR2244390	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2244390/SRR2244390.sra
SRR2244411	SRR2244411	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2244411/SRR2244411.sra
SRR2247941	SRR2247941	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2247941/SRR2247941.sra
SRR2249189	SRR2249189	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2249189/SRR2249189.sra
SRR2227576	SRR2227576	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2227576/SRR2227576.sra
SRR2249291	SRR2249291	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2249291/SRR2249291.sra
SRR2250097	SRR2250097	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR225/SRR2250097/SRR2250097.sra
SRR2193416	SRR2193416	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR219/SRR2193416/SRR2193416.sra
SRR2193602	SRR2193602	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR219/SRR2193602/SRR2193602.sra
SRR2193646	SRR2193646	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR219/SRR2193646/SRR2193646.sra
SRR2193769	SRR2193769	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR219/SRR2193769/SRR2193769.sra
SRR2193843	SRR2193843	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR219/SRR2193843/SRR2193843.sra
SRR2193924	SRR2193924	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR219/SRR2193924/SRR2193924.sra
SRR2193941	SRR2193941	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR219/SRR2193941/SRR2193941.sra
SRR2193433	SRR2193433	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR219/SRR2193433/SRR2193433.sra
SRR2188779	SRR2188779	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR218/SRR2188779/SRR2188779.sra
SRR2188975	SRR2188975	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR218/SRR2188975/SRR2188975.sra
SRR2188979	SRR2188979	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR218/SRR2188979/SRR2188979.sra
SRR2189002	SRR2189002	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR218/SRR2189002/SRR2189002.sra
SRR2189027	SRR2189027	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR218/SRR2189027/SRR2189027.sra
SRR2189039	SRR2189039	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR218/SRR2189039/SRR2189039.sra
SRR2189040	SRR2189040	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR218/SRR2189040/SRR2189040.sra
SRR2189042	SRR2189042	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR218/SRR2189042/SRR2189042.sra
SRR2244820	SRR2244820	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2244820/SRR2244820.sra
SRR2198958	SRR2198958	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR219/SRR2198958/SRR2198958.sra
SRR2199621	SRR2199621	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR219/SRR2199621/SRR2199621.sra
SRR2199677	SRR2199677	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR219/SRR2199677/SRR2199677.sra
SRR2199628	SRR2199628	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR219/SRR2199628/SRR2199628.sra
SRR2199451	SRR2199451	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR219/SRR2199451/SRR2199451.sra
SRR2199450	SRR2199450	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR219/SRR2199450/SRR2199450.sra
SRR2198970	SRR2198970	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR219/SRR2198970/SRR2198970.sra
SRR2198953	SRR2198953	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR219/SRR2198953/SRR2198953.sra
SRR2189660	SRR2189660	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR218/SRR2189660/SRR2189660.sra
SRR2189662	SRR2189662	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR218/SRR2189662/SRR2189662.sra
SRR2189706	SRR2189706	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR218/SRR2189706/SRR2189706.sra
SRR2189707	SRR2189707	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR218/SRR2189707/SRR2189707.sra
SRR2189888	SRR2189888	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR218/SRR2189888/SRR2189888.sra
SRR2189896	SRR2189896	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR218/SRR2189896/SRR2189896.sra
SRR2189918	SRR2189918	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR218/SRR2189918/SRR2189918.sra
SRR2189924	SRR2189924	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR218/SRR2189924/SRR2189924.sra
SRR2250254	SRR2250254	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR225/SRR2250254/SRR2250254.sra
SRR2251654	SRR2251654	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR225/SRR2251654/SRR2251654.sra
SRR2244384	SRR2244384	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2244384/SRR2244384.sra
SRR2244679	SRR2244679	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2244679/SRR2244679.sra
SRR2246098	SRR2246098	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2246098/SRR2246098.sra
SRR2246381	SRR2246381	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2246381/SRR2246381.sra
SRR2247177	SRR2247177	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2247177/SRR2247177.sra
SRR2249258	SRR2249258	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2249258/SRR2249258.sra
SRR2249426	SRR2249426	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2249426/SRR2249426.sra
SRR2250438	SRR2250438	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR225/SRR2250438/SRR2250438.sra
SRR2237625	SRR2237625	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR223/SRR2237625/SRR2237625.sra
SRR2244325	SRR2244325	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2244325/SRR2244325.sra
SRR2245676	SRR2245676	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2245676/SRR2245676.sra
SRR2245964	SRR2245964	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2245964/SRR2245964.sra
SRR2248430	SRR2248430	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2248430/SRR2248430.sra
SRR2249239	SRR2249239	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2249239/SRR2249239.sra
SRR2249333	SRR2249333	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2249333/SRR2249333.sra
SRR2250265	SRR2250265	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR225/SRR2250265/SRR2250265.sra
SRR2249265	SRR2249265	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2249265/SRR2249265.sra
SRR2250041	SRR2250041	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR225/SRR2250041/SRR2250041.sra
SRR2250353	SRR2250353	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR225/SRR2250353/SRR2250353.sra
SRR2250488	SRR2250488	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR225/SRR2250488/SRR2250488.sra
SRR2250539	SRR2250539	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR225/SRR2250539/SRR2250539.sra
SRR2250665	SRR2250665	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR225/SRR2250665/SRR2250665.sra
SRR2231754	SRR2231754	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR223/SRR2231754/SRR2231754.sra
SRR2247179	SRR2247179	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2247179/SRR2247179.sra
SRR2250308	SRR2250308	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR225/SRR2250308/SRR2250308.sra
SRR2188209	SRR2188209	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR218/SRR2188209/SRR2188209.sra
SRR2188418	SRR2188418	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR218/SRR2188418/SRR2188418.sra
SRR2188454	SRR2188454	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR218/SRR2188454/SRR2188454.sra
SRR2188457	SRR2188457	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR218/SRR2188457/SRR2188457.sra
SRR2188458	SRR2188458	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR218/SRR2188458/SRR2188458.sra
SRR2188464	SRR2188464	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR218/SRR2188464/SRR2188464.sra
SRR2188489	SRR2188489	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR218/SRR2188489/SRR2188489.sra
SRR2188521	SRR2188521	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR218/SRR2188521/SRR2188521.sra
SRR2192778	SRR2192778	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR219/SRR2192778/SRR2192778.sra
SRR2192818	SRR2192818	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR219/SRR2192818/SRR2192818.sra
SRR2193407	SRR2193407	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR219/SRR2193407/SRR2193407.sra
SRR2193435	SRR2193435	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR219/SRR2193435/SRR2193435.sra
SRR2193812	SRR2193812	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR219/SRR2193812/SRR2193812.sra
SRR2193825	SRR2193825	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR219/SRR2193825/SRR2193825.sra
SRR2193865	SRR2193865	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR219/SRR2193865/SRR2193865.sra
SRR2194865	SRR2194865	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR219/SRR2194865/SRR2194865.sra
SRR2236866	SRR2236866	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR223/SRR2236866/SRR2236866.sra
SRR2246255	SRR2246255	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2246255/SRR2246255.sra
SRR2243796	SRR2243796	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2243796/SRR2243796.sra
SRR2244366	SRR2244366	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2244366/SRR2244366.sra
SRR2244748	SRR2244748	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2244748/SRR2244748.sra
SRR2237581	SRR2237581	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR223/SRR2237581/SRR2237581.sra
SRR2237773	SRR2237773	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR223/SRR2237773/SRR2237773.sra
SRR2243610	SRR2243610	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2243610/SRR2243610.sra
SRR2243676	SRR2243676	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2243676/SRR2243676.sra
SRR2243684	SRR2243684	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2243684/SRR2243684.sra
SRR2246347	SRR2246347	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2246347/SRR2246347.sra
SRR2246369	SRR2246369	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2246369/SRR2246369.sra
SRR2249172	SRR2249172	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2249172/SRR2249172.sra
SRR2222822	SRR2222822	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2222822/SRR2222822.sra
SRR2222829	SRR2222829	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2222829/SRR2222829.sra
SRR2222913	SRR2222913	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2222913/SRR2222913.sra
SRR2223027	SRR2223027	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2223027/SRR2223027.sra
SRR2223101	SRR2223101	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2223101/SRR2223101.sra
SRR2223103	SRR2223103	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2223103/SRR2223103.sra
SRR2226822	SRR2226822	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2226822/SRR2226822.sra
SRR2227647	SRR2227647	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2227647/SRR2227647.sra
SRR2228049	SRR2228049	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2228049/SRR2228049.sra
SRR2228433	SRR2228433	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2228433/SRR2228433.sra
SRR2228506	SRR2228506	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2228506/SRR2228506.sra
SRR2228507	SRR2228507	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2228507/SRR2228507.sra
SRR2228781	SRR2228781	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2228781/SRR2228781.sra
SRR2228818	SRR2228818	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2228818/SRR2228818.sra
SRR2246947	SRR2246947	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2246947/SRR2246947.sra
SRR2247124	SRR2247124	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2247124/SRR2247124.sra
SRR2244816	SRR2244816	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2244816/SRR2244816.sra
SRR2245490	SRR2245490	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2245490/SRR2245490.sra
SRR2249166	SRR2249166	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2249166/SRR2249166.sra
SRR2249299	SRR2249299	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2249299/SRR2249299.sra
SRR2249364	SRR2249364	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2249364/SRR2249364.sra
SRR2249529	SRR2249529	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2249529/SRR2249529.sra
SRR2250114	SRR2250114	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR225/SRR2250114/SRR2250114.sra
SRR2250442	SRR2250442	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR225/SRR2250442/SRR2250442.sra
SRR2244339	SRR2244339	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2244339/SRR2244339.sra
SRR2244478	SRR2244478	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2244478/SRR2244478.sra
SRR2247752	SRR2247752	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2247752/SRR2247752.sra
SRR2248006	SRR2248006	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2248006/SRR2248006.sra
SRR2248231	SRR2248231	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2248231/SRR2248231.sra
SRR2250010	SRR2250010	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR225/SRR2250010/SRR2250010.sra
SRR2189675	SRR2189675	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR218/SRR2189675/SRR2189675.sra
SRR2226497	SRR2226497	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2226497/SRR2226497.sra
SRR2226748	SRR2226748	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2226748/SRR2226748.sra
SRR2226770	SRR2226770	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2226770/SRR2226770.sra
SRR2226793	SRR2226793	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2226793/SRR2226793.sra
SRR2227328	SRR2227328	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2227328/SRR2227328.sra
SRR2227377	SRR2227377	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2227377/SRR2227377.sra
SRR2227381	SRR2227381	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2227381/SRR2227381.sra
SRR2245886	SRR2245886	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2245886/SRR2245886.sra
SRR2250657	SRR2250657	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR225/SRR2250657/SRR2250657.sra
SRR2225699	SRR2225699	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2225699/SRR2225699.sra
SRR2225715	SRR2225715	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2225715/SRR2225715.sra
SRR2225720	SRR2225720	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2225720/SRR2225720.sra
SRR2225723	SRR2225723	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2225723/SRR2225723.sra
SRR2225725	SRR2225725	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2225725/SRR2225725.sra
SRR2225730	SRR2225730	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2225730/SRR2225730.sra
SRR2225734	SRR2225734	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2225734/SRR2225734.sra
SRR2225745	SRR2225745	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2225745/SRR2225745.sra
SRR2237016	SRR2237016	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR223/SRR2237016/SRR2237016.sra
SRR2247721	SRR2247721	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2247721/SRR2247721.sra
SRR2248223	SRR2248223	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2248223/SRR2248223.sra
SRR2249509	SRR2249509	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR224/SRR2249509/SRR2249509.sra
SRR2250516	SRR2250516	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR225/SRR2250516/SRR2250516.sra
SRR2250942	SRR2250942	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR225/SRR2250942/SRR2250942.sra
SRR2227632	SRR2227632	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2227632/SRR2227632.sra
SRR2227964	SRR2227964	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2227964/SRR2227964.sra
SRR2228153	SRR2228153	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2228153/SRR2228153.sra
SRR2228528	SRR2228528	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2228528/SRR2228528.sra
SRR2223198	SRR2223198	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2223198/SRR2223198.sra
SRR2223207	SRR2223207	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR222/SRR2223207/SRR2223207.sra
