	ESS-0005	ESS-0010	ESS-0014	ESS-0020	ESS-0026	ESS-0035	ESS-0039	ESS-0044	ESS-0053	ESS-0058	ESS-0062	ESS-0068	ESS-0077	ESS-0080	ESS-0088	ESS-0093	ESS-0098	ESS-0104	ESS-0113	ESS-0119	ESS-0123	ESS-0129	ESS-0136	ESS-0141	ESS-0147	ESS-0155	ESS-0158	ESS-0165	ESS-0172	ESS-0177	ESS-0184	ESS-0188	ESS-0195	ESS-0202	ESS-0208	ESS-0215	ESS-0219	ESS-0224	ESS-0231	ESS-0237	ESS-0243	ESS-0251	ESS-0254	ESS-0262	ESS-0268	ESS-0272	ESS-0280	ESS-0286	ESS-0290	ESS-0296	ESS-0302	ESS-0308	ESS-0316	ESS-0321	ESS-0326	ESS-0335	ESS-0338	ESS-0347	ESS-0353	ESS-0359	ESS-0364	ESS-0371	ESS-0376	ESS-0383	ESS-0386	ESS-0394	ESS-0400	ESS-0405	ESS-0410	ESS-0419	ESS-0425	ESS-0430	ESS-0435	ESS-0441	ESS-0447	ESS-0452	ESS-0459	ESS-0467	ESS-0473	ESS-0476	ESS-0482	ESS-0489	ESS-0496	ESS-0501	ESS-0506	ESS-0513	ESS-0521	ESS-0526	ESS-0531	ESS-0536	ESS-0542	ESS-0550	ESS-0555	ESS-0561	ESS-0569	ESS-0578	ESS-0586	ESS-0590	ESS-0596	ESS-0603
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii	0.03598	0.00441	9.07178	0.0193	0	0	0	3.56694	15.75616	0.00035	0.00462	0.00234	0.00358	0	0.03818	0.11996	0	0.00251	0.07393	0.00689	18.98316	0.12952	2.16065	0.05726	11.08854	0.01476	0	0.02362	0	0.03135	0.0438	0.33928	0.05705	0.0631	0.11145	0	0.00983	0.00185	3.89795	0	0.00452	0.00061	0.00038	0.02018	0	0	4.68514	0	2.57762	7.83312	0.00327	2.9686	0.01976	0	0	0.02058	0.02543	5.05531	0.00345	0.02108	0	13.78683	0.00507	0.0882	21.29654	0.00849	0.05361	0.00443	0.16732	0.04816	4.77793	2.16835	0.09395	0.00996	0.0352	0.03391	0.04584	3.29313	0.0585	0.0302	0.00605	0.08035	3.66644	0.01105	0.02928	0.02638	0	0.00687	0.12235	0	0.08728	0	1.61016	4.45103	0	0	0	0.0258	0.04403	0.0447
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron	0.03592	9.25686	0.0065	0	0.0324	0.0036	1.29842	0.02994	0.58558	4.63312	0.77081	0.01398	0.00808	2.84799	0.00658	0.32902	0.48853	0.03001	8.15478	0.12453	0.33825	0.01507	0.10073	4.69198	0.01143	0.32432	0.00728	0.88693	0.05028	0.01053	7.9379	0.09677	0	0.04105	0.01895	0	1.18226	0.02353	4.27049	0.24285	1.2474	0.997	0.38351	0.0148	2.9616	0.0165	1.16467	1.44409	0.03505	1.82554	3.72278	0.95084	1.08296	0.65189	0.03729	0.14232	0.0405	2.63375	0.18147	2.16109	1.71251	0.00876	1.09459	0.02379	2.52795	0.01232	0.9767	1.50594	6.23756	0.00893	1.12894	0.10582	1.06421	5.96682	1.76317	0.03021	0.09076	0.35037	0.01515	0.02743	0.01098	0.05502	0.05354	0.00806	0.08141	0.13335	5.70933	1.66892	4.13001	1.08895	0.00761	1.6324	0.24847	2.21992	0	0	0.89493	0.03443	0.08617	2.74247
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum	0.03583	0.00631	0	0	0.09622	0.14511	0.02553	0.04497	0.21919	0	0.13376	0.19355	4e-04	0.06775	0.01647	0.0987	0	0.50612	0	0.03664	0.1986	1.14392	0.61862	0	0.06525	0.21077	0	1.27181	0.63172	0.03724	0.08128	0.19208	0.01163	0.07672	0.05588	0.53834	0	0	0	0.21328	0.07557	0.18179	0.07429	0.00682	0.18618	0	0.22498	1.01982	0.02161	0.3484	0.06846	0.03472	0.07083	0	0	0.01586	0.04116	0	0.32928	0.21296	0.10585	0	0.17393	0	0.01039	0.20718	0	0	0	0	0.04962	0	0	0	0.02977	0.00182	0	0.11584	0	0.05798	0.34503	0.02917	0	0.05211	0.00674	0.16912	0.11114	0.06495	0.04077	0.1585	0.06492	0.13749	0.0445	0.00654	0.18523	0.05779	0.14575	0.06021	0.17331	0.23834
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_38	0.03505	0	0	0	0.27776	0	0	0.01693	0.0146	0	0	0.0046	0.00633	0.08256	0.27994	0	0.00436	0.03087	0	0.15181	0.36303	0	0	0	0	0.25238	0	0.12882	0.04614	0.00664	0	0.47053	0	0	0.02281	0	0	0	0	0.23163	0.03106	0.02503	0.00209	0	0.19182	0.06392	0.28347	0.42553	0	0	0.62506	0	0	0	0	0.28603	0.01995	0	0	0	0.00836	0	0.87881	0	0.00673	1.27065	0	0.02517	0.33885	0	0	0.75412	0.57141	0	0.25737	0.00766	0.00955	0.15213	0.79608	0.14161	0	0.17336	0.43463	0.00272	0.11372	0	0	0.06271	0.12812	0.1023	0.30914	0.28692	0.00063	0	0.06797	0.25464	0.48931	0	0	0.01972
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta	0.0347	0.01041	0.03656	0.10687	0	0.11716	0	0.03195	0.00504	0.02868	0.01804	0	0	0	0.02972	0.00347	0.00641	0.04978	0	0.00759	0	0	0.00631	0.03619	0.00258	0	0	0	0.01989	0.04612	0.12599	0	0	0	0.00356	0.52675	0.01827	0.01046	0	0	0.15974	0	0	0.0256	0.01484	0.04849	0.00208	0	0.01269	0.01066	0.08281	0.01798	0.00976	0.0952	0	0	0.01708	0	0	0	0	0.00458	0.00726	0	0.0649	0.09676	0.05558	0.01022	0.9322	0.04136	0.01807	0	0	0.07337	0.00688	0.03394	0	0	0.10217	0.01711	0.0049	0.0078	0.01442	0.1454	0	0	0	0.01729	0.02637	0.01607	0	0.00644	0.0538	0	0	0.0047	0	0	0	0.09101
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae	0.03092	0	0.00674	0.04174	0	0	0	0.10065	0.02338	0.00921	0.00673	0.00862	0.00288	0	0.00971	0.00396	0.00334	0.03578	0	0.00691	0.00395	0	0.02801	0.00141	0.00457	0	0	0	0.00036	0.06762	0.03398	0	0.02732	0	0.01121	0.10883	0.00414	0	0.00226	0	0.38903	0.002	0	0.09105	0.01793	0.01903	0.01264	0	0.01539	0.01502	0.02448	0.00593	0.00752	0.02029	0.00323	0	0.00326	0	0	0	0.00853	0.01416	0.00678	0	0.02498	0.03039	0.0149	0.0023	0.352	0.01976	0	0	0.00905	0.01476	0.00383	0.01013	0	0.01084	0.028	0.00046	0.00653	0.02263	0.00804	0.04564	0	0	0.00175	0.0033	0	0	0	0.00568	0.00651	0	0	0	0.01086	0	0.00755	0.03348
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis	0.03025	2.71744	0.01922	0.0106	2.14199	0.91634	0.88449	0.94622	3.46864	2.51193	5.56338	4.80301	7.7225	2.21629	3.15981	1.81107	8.49645	0.01653	4.66706	0.62172	0.79458	0.03179	1.85152	3.58445	2.59204	4.2911	0.00525	4.2182	1.22918	1.08355	0.63496	3.25125	0.34	1.43905	0.55726	0	5.09168	0.01453	4.21591	0.66794	0.04037	0.72042	0.80044	0.14482	1.16346	0.00638	0.08315	0.51287	0.01633	6.41716	0.01503	2.48657	0.01097	0	0.00413	1.42346	1.72731	1.97618	2.42201	1.50084	1.71588	4.52483	0.0067	2.43405	1.45826	0.97988	0.42079	0.00775	0.11126	7.19927	3.80919	0.89754	5.43345	7.72363	0.7799	0.01499	0.40454	1.88151	4.11291	0.01588	0.0491	0.85035	2.33497	0.01459	0.40325	0.97711	2.79921	0.00694	0.02742	1.66894	0.50739	0.0062	1.09648	2.62356	1.18534	0	2.60555	0.02583	0.01531	1.37045
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis	0.02387	0	0.30613	0.30024	1.51456	0	0.03507	0.90962	0.18038	0	0.00159	0	0.07992	1.984	0.00825	0.05009	0	2.03609	1.09658	0.07217	0.09227	0	0.2765	2.16729	0	1.09558	0.00282	1.11352	0.21727	1.1394	0.14428	0.01499	0.02335	0.0385	0.10956	0	0.01767	0	0.1018	0.00245	0.04332	0.06209	0.088	0.33856	1.7377	0.00196	1.8265	0	0.74015	1.45704	0	0.43132	1.00916	1.48783	0.00309	0.57734	1.03383	0.41887	0.06088	0	0.11167	0.2423	0.18054	0.00336	0.96634	0	1.95406	0.22912	0.00919	0.0025	1.02561	0.12517	0.67907	0	0.60671	2.7939	0.00694	0.55942	0.003	0.01579	0	0.00462	2.00163	0.00392	0.30939	0.063	0	0	0	0	0.00392	0.00238	0.11745	4.53716	1.17482	0.73188	0.57769	0.0035	2.53552	1.85998
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	0.02088	0.0252	0	0	0.0218	0	0.12753	0.00897	0.03478	0.02306	0	0.73318	0.04472	0.03353	0	0.08912	0.01557	0	0	0.00976	0.06322	0.12386	0	0	0.02951	0.03713	0	0.1344	0.25908	0.17396	0.02094	0.14403	0.01845	0.37878	0.04452	0	0	0.05398	0	0.05954	0.12533	0.02691	0.05294	0	0.28874	0	0.11711	0.32058	0.00756	0.15301	0.19521	0	0	0	0.03561	0.0611	0	0.16907	0.14133	0	0.18029	0.03514	0.08952	0.02343	0	0.69407	0	0	0	0	0.04042	0.41206	0.02419	0	0.04963	0.05272	0.06518	0.11191	0.10956	0.2375	0.08177	0.18672	0	0.15126	0.01436	0.02736	0.01402	0.01829	0.03632	0.0089	0.10562	0.03166	0.05172	0.03569	0.0541	0.05404	0.17383	0.05512	0.12298	0.18315
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale	0.01776	2.60358	1.82453	0.0024	2.2408	0.09881	0.3234	0.6877	0.518	0.14548	0.8195	8.58831	0.27378	0.09117	3.25571	6.00424	1.3527	1.36734	0.05104	0.96934	0.36339	0.05714	10.2614	0.12221	0.99924	1.35737	1.04296	2.20319	11.20576	0.00936	2.22946	1.40784	0.10773	0.39387	2.22085	0.05035	1.46905	0.07559	4.05592	1.15249	0.69165	7.0943	0.20023	0.07962	0.06478	0.03564	5.19818	2.23391	0.30674	0.08147	0.62649	2.6009	0.07009	0	3.44401	0.28449	0.16651	1.30428	7.84445	0.06106	5.64932	0.06703	1.53075	1.35635	0.95473	3.39199	0.0152	0.21243	0.88204	0.02101	0.01157	1.94368	9.52858	9.40549	0.04196	4.81263	0.01178	2.29794	0.02147	6.70673	0.08059	0.18798	0.01289	0.03126	0.06642	0.09138	0.2555	3.07207	0.52555	0	0.07106	0.32909	0.64935	0.00654	0.83401	0.39041	5.1845	12.2132	1.34119	0.88382
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii	0.0156	0.04316	0.01737	0.03631	0.32562	0.02627	0.5344	0.05388	0.07997	0.11492	0.01957	0.39536	0.07379	0.17151	0.15253	0.23425	0.09511	0	0	0.05123	0.60336	0.57638	0.83174	0.02845	0.03409	0.24241	0	0.29563	0.15168	0.23331	0.2017	0.1546	0	0.3593	0.10246	1.01451	0	0.03094	0.02765	0.0929	1.13974	0.08333	0.08196	0.00758	0.40138	0.02096	0.37204	0.15324	0.03006	0.09401	0.15853	0.20023	0.08218	0.12144	0	0.2505	0	0	0.03944	0.01503	0.16034	0.09046	0.2641	0	0.13882	0.53617	1.63394	0.01218	0.00316	0.06525	0.21086	0.21075	0.16369	0.05499	0.03401	0.00012	0	0.03274	0	0.03274	0.00023	0.11103	0	0.28042	0.00105	0.19057	0.37665	0.13835	0.01333	0.02144	0.02838	0.0563	0.05024	0.06916	0.02622	0.32837	0.32677	0.15338	0.10963	0.17306
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_citroniae	0.01524	0	0.1028	0	0	0	0	0	0.00204	0.00357	0.00341	0	0	0.00636	0.00895	0.0013	0	0.02161	0.00424	0.00113	0.0024	0	0.01754	0.00242	0.00327	0	0	0	0	0.0038	0.00184	0.01016	0	0	0.00531	0.0759	0	0.02189	0.01899	0	0.04025	0	0	0.02998	0.00957	0.05313	0.01848	0	0.02442	0.03299	0.02273	0	0.01164	0.01277	0	0.00933	0	0	0.0164	0	0.01021	0.00247	0.00745	0.01245	0.01022	0.32883	0.15506	0.03815	0.00749	0.09508	0	0	0.03932	0.00699	0.00933	0	0	0.01455	0.0201	0	0.02228	0.00316	0.01434	0.0423	0	0	0.0175	0	0.01937	0	0	0.00632	0.0168	0.00178	0	0.00307	0.02455	0.00045	0.07628	0.06747
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini	0.01437	0	0.00063	0	0	0	0	0	0.00172	0	0	0	0.16586	0	0.00216	0.00216	0	0	0	0	1.48591	0	0	0	0	0	0	0	1.83727	0	0	0	0	0	0.00366	0	0	0	0	0	0	0	0	0	0.00106	0	0	0	0	0	0	0	0	0	0.47685	0	0	0	0.01289	0.21423	0	0.00118	0.01545	0	0.00211	0.01735	2.72897	0.00863	0.00043	0	0	0.0551	0	0.013	0	0	0.00397	0.01467	0	0	0	0.00292	0.02271	0.0127	0.00357	0	5.3665	12.87208	0	0	0	0	0	0	0	0	0	0	0.00333	2.10932
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacteriaceae_unclassified|s__Eubacteriaceae_bacterium_CHKCI005	0.01428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_520	0.01272	0	0.02351	0	0	0	0	0	0.02081	0.00569	0	0	0	0.00106	0.02059	0	0	0.00914	0	0	0	0	0	0	0	0	0	0	0	0.01774	0	0.00362	0	0	0	0	0	0.01315	0.00936	0	0	0	0.00039	0	0	0	0	0	0	0	0.00672	0	0	0	0	0	0	0	0	0	0	0	0	8.80323	0	0	0	0	0	0	0	0	0	0	0.01936	0	0	0	0	0	0	0	0	0	9.77733	0	0	0	0	0	0	0	0	0	0	0	0	3.88383	0.02182	0.02312
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum	0.00973	0	0	0	0.01988	0	0.13208	0	0.03208	0	0	0	0.10565	0.04464	0	0.18769	0.12102	0	0	0	0.08565	0	0.10389	0	0	0.0191	0	0.27668	0.06138	0.15354	0.58516	0.02922	0	0	1e-04	0	0	0.08726	0	0.00839	0.1169	0.02149	0.02827	0	0.23442	0	0.00461	0	0.00218	0.0815	0	0	0	0	0.04803	0	0.02099	0	0.03869	0	0	0.03325	0	0	0.00068	0	0.40113	0	0.00306	0	0	0.00796	0.02033	0.50992	0	0	0	0.0781	1.83957	0.09513	0	0.00025	0	0	0.43458	0	0	0	0	0.12221	0.07179	0.01357	0.01279	0.33256	0.07695	0.79053	0.13666	0	0.15523	0.00016
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_corporis	0.0097	0	0.03616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecis	0.00829	0.0483	0.0023	0	2.95836	0.01025	0.01587	0	0	0	0.04483	0.0554	10.81427	0	0.00364	0.31107	0.03925	0	0.00742	0.95761	0.02128	0.00436	0.04936	0	2.04155	0	0.01559	0	0.41016	0.00434	0.00872	0.29987	0	0.24259	1.74726	0	0	0	0	2.4633	0.03696	0	0	0	0.02015	0.01769	0.0119	0.0082	0	0.00199	0	0	0.00629	3.35636	3.36675	0.74972	0.03591	0	1.86302	0	0	4.78355	0.00332	0	0.00958	4.60043	0.01743	0	0.03902	0.00604	0.0133	0.28425	0.00345	0	0.93723	0.00941	0.00882	0	0.00684	6.85474	0.05122	0.30966	1.09882	0.00312	0.00178	0	0.00713	0.00256	0	0	0.82207	0.0132	0	0	1.80713	2.01065	0.03339	0	3.41164	0.00468
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans	0.00661	0.01831	0.00384	0.00168	0.49219	0.79888	1.19095	0.58649	0.13794	0.11247	1.53272	1.75418	2.46793	1.42455	0.23365	1.47084	0.73207	0.31938	0.09452	0.49149	0.89069	0.6053	0.64056	0	0.53989	0.34261	0.00735	0.54091	1.39346	2.68834	0.10354	0.47622	0.23996	0.13198	0.35208	0.43611	1.47159	0.51397	0.0082	0.70408	1.14762	0.21489	0.35673	1.38029	0.67542	0.05503	0.55172	0.27545	0.68754	1.32849	1.09922	0.45376	0.00502	0	1.65127	0.64437	0.22009	1.7412	0.44914	0.21806	1.36534	0.32445	0.47376	0.00041	1.53195	2.7722	3.24162	0.1241	2.7916	0.01205	0.02704	0.10459	0.41283	0.57019	0.72601	2.50299	0.01052	0.60862	0.17949	0.12276	0.01317	1.53714	0.05365	0.93208	0.01269	1.14776	0.14309	0.17126	0.42902	0.48175	0.53584	0.1258	0.83533	0.22973	0.15064	1.35537	0.82624	0.55567	0.30373	1.21804
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii	0.00542	0.44344	2.39776	0.02362	0.33575	0	0.04104	0.04683	0.00859	1.54765	0.21302	0.01305	0.05137	1.59465	1.14831	0.42876	0.46685	0.00908	0.00515	0.09083	0.59056	0.015	2.26725	0	0.10852	0.01778	0.00112	1.91239	0.00035	0.37917	0.01736	0.50461	6.49287	0.13599	1.30548	0	0.43636	0.01075	0.84808	0.69908	0.18931	0.33942	0.04913	1.32364	0.69256	0.00093	0.27735	0	1.78522	0.20545	0.0088	1.48575	0.23959	0.15854	0.00382	0.55803	2.59317	0.53564	0.19693	0.04831	0.41252	1.31702	0	0.00261	0.00635	0.16004	0.00534	0.14602	0.01339	0.61723	0.21785	0.2896	0.20303	0	0.58768	0.00315	0.38259	0.21427	0.28183	0.00045	0.01002	0.45482	0	0.00048	0.01762	0.96517	0.12266	0.06371	0.94617	1.56609	0.38294	0.00327	0.09595	0.17978	0.30949	0.14417	0.55591	0.02773	0.00402	0.00708
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger|s__Gemmiger_formicilis	0.00493	0	0.00163	0.00184	0.01397	0.08024	0.1848	0.11671	0.3578	0	0.00318	0.03392	0.00124	0	0.04527	0.07681	0	0.0032	0	0.10624	0.00307	0.00288	0.13129	0	0.08905	0.04119	0.00151	0.01149	0.09885	0.51704	0.02708	0.09301	0.14587	0.00645	0.02826	0.07621	0.02384	0	0.0016	0.38307	0.07381	0.01451	0.67394	0.18442	0.16614	0.00144	0.27617	0.02361	0.29201	0.00672	0	0.76826	0	0	0.06886	0.10573	0.33064	0	0.0343	0	0.04208	0.00829	0.16479	0.04228	0	1.12336	0	0.00038	0	0	0.0347	0.03149	0	0.90742	0.00678	0.22299	0	0.10945	0	0	0.23858	0.02655	0	0.33937	0.05254	0.67599	0.00593	0.02026	0.00573	0.04328	0.33568	0.17742	0.02562	0.05172	0.12683	0.043	0	0.05716	0.04034	0.46423
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila	0.00358	0.03193	0.00492	10.76759	0.0267	0.11077	0.13762	0.86269	0.00633	0.00143	0.05245	0.12944	4.85203	0	0.92076	0.36344	0.17097	0.07421	0.03151	0.16111	0.03851	3.74599	5.05384	0.90132	0.60298	2.41901	0.01478	0.00497	2.37895	4.2516	0.01411	0	7.16829	0	5.96037	0	2.20875	0	0	2.69923	0.02635	0.54654	0	8.59331	0.02377	3.78804	0.0108	0.00231	0.24128	2.88354	0	0.04793	0.46954	0.24599	1.64227	0.16554	0.51291	1.09888	0.00407	0	0.92385	0.27498	0.04839	0.00404	0.15033	3.03237	0.09891	0.00026	0.9055	0.15958	0.69577	0.02106	0.63987	0	0.00474	0.39536	33.92908	2.19919	1.15558	0.00056	0.21849	38.18336	0	0.00216	0.00534	1.38945	0	0	5.80114	0.01222	0.63736	0.45885	6.62158	0	0.03306	0.73979	0.00352	0	2.65412	0.21539
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_94	0.00345	0	0.00037	5e-04	0	0	0	2.5307	0	0.00135	0	0	0.02574	0.0021	0.00825	0	0.00246	0.00603	0	0	0.06597	0.04987	0.00999	0	0	0.17913	0	0.01356	0	0	0	0	0	0	0.01103	0	0.21967	0	0	0	0.17762	0.00149	0	0	0	0.25457	0	0	0.01736	0	0	0	0	0	0.01352	0	0.06256	0.02426	0	0	0	0	0.00373	0	0.07105	0	0.00086	0	0.60008	0	0	0	0	0	0	0.03359	0.26967	0	0	0	0	0	0	0	0	0	0	0	0.07821	0	0	0	0	0	0.05987	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_johnsonii	0.00252	0	4.73211	0	0	0	0.05945	0	0.01441	0	0	1.21377	0	0	0.00667	0	0	0	0	0.29649	0	0	0.00048	0	0	0	0.00937	0	0.01976	0.51512	0	0.17094	0	0.06087	0	0	0	0	2.66043	0.02208	0	0	0	0	0.02558	0.02336	0.00034	0.02476	0	0	0	0	0	0	8.17102	0	0	0	0	0	0.0071	5.83855	0	0.01143	0.01038	0	0.00902	0	0.01599	0.0083	0.00533	0	1.79196	0	0.00399	0	0.00509	0	0.01111	0	0	0.01038	0	0	0.0035	0	0	0	0	0.583	0	0.78181	0.00644	0	0.13278	0	1.51895	0.00392	0.00441	0.00575
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_laneus	0.00247	0	0.00611	0	0	0	0	0.02149	0.00618	0	0	0	0	0	9.51834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00714	0	0	0	0	0	0	0	0	0	0	0.00753	0	0	0	0	0	0	0	0	0	0.00425	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0069	0.00834
k__Bacteria|p__Proteobacteria|c__Proteobacteria_unclassified|o__Proteobacteria_unclassified|f__Proteobacteria_unclassified|g__Proteobacteria_unclassified|s__Proteobacteria_bacterium_CAG_139	0.0022	0	2.90946	0.05774	0.12863	0	0	0.05212	2.24134	0	0.03046	0	0.00472	0.14278	0.00812	0.00759	0	0.15219	0.05934	0.00544	0.01184	0.00113	0.02424	0.12152	0.00344	4.52103	0	0.07276	0.55088	0.11888	0.02212	0	0.00774	0.00087	1.16182	0	0.22975	0	0.00605	0	0.51443	0	0.03481	0.08028	0.12674	0	1.65706	0	0.04659	0.08912	0	0.0219	0.05801	0.36265	0	0.03653	0.06922	0.36036	0.00767	0	0.00156	0.09811	2.62321	0.0033	0.0797	0	0.11992	0.01498	0	0	0.72097	0.01873	0.03538	0	0.04964	0.16559	0.01224	0.03403	0	0.00461	0	0.00035	0.10036	0.00083	0.02964	0	0	0	0	0	0	0	0.01186	0.4475	0.70237	0.4762	0.13761	0	0.17503	0.16446
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris	0.00106	0	0.34966	0	0.09933	0	0	0	0.6716	0.00431	0	0	0.00048	0.1407	0.00087	0.00026	0.38614	0.00741	0	0.66884	0	0.28241	0.00256	0	0.20469	0	0	0.00442	0	0.79683	0.2295	1.9078	0	0	0.10716	2.17021	0.37399	0.2333	0.00758	0.23541	0.3308	0.07454	0.19051	0.01611	0.00072	0	0.00751	0.14909	0.04521	0.78836	1.87962	0	0.00128	0	0	0.203	0	0.4135	0	0	1.20152	0.81865	0.51639	0	0.00319	0	0.00061	0	0.00171	0	0	0.05255	0	0.39251	0.0022	1.18424	0	0	0	0.00208	0	0.00732	0	0.28726	0.01022	0.18165	0.20186	0	0	0	1.31206	0	0	0.21387	0.42368	0.3707	0	0.00726	0.00191	0.81791
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Enterorhabdus|s__Enterorhabdus_caecimuris	0.00053	0	0	0	0	0	0	0.00924	0.00189	0	0.00077	0.00103	0.00123	0.00244	0	0.0047	0.00312	0.00568	0	0	0.0059	0.00324	0.00539	0	0.00055	0.00302	0	0	0	0.00895	0.00363	0	0.02951	0	0.00087	0.00117	0	0	0	0.00154	0.06256	0	0	0.02119	0.00067	0	0.00128	0	0.08303	0.00215	0	0.0085	0	0	0	0.00164	0.001	0	0	0	0	0.00129	0.00281	0	0	0.00131	0.00105	0	0.00092	0	0	0	0.0114	0.00611	0	0.00572	0.00016	0.00205	0	0	4e-04	0.00671	0	0	0	0	0	0	0	0	0	0.00049	0.00434	0	0	0	0	0	0	0.00143
