	GupDM_A_11	GupDM_A_15	GupDM_A1	GupDM_A10	GupDM_A12	GupDM_A13	GupDM_A14	GupDM_A2	GupDM_A3	GupDM_A4	GupDM_A5	GupDM_A6	GupDM_A7	GupDM_A8	GupDM_A9	GupDM_HAG	GupDM_HAH	GupDM_HAI	GupDM_HAJ	GupDM_HAK	GupDM_HAL	GupDM_HAM	GupDM_HAN	GupDM_HAO	GupDM_HAP	GupDM_HAR	GupDM_HAT	GupDM_HBR	GupDM_HCL	GupDM_HCM	GupDM_HCN	GupDM_HCO	GupDM_HCP	GupDM_HCQ	GupDM_HCR	GupDM_HCS	GupDM_HCT	GupDM_HCU	GupDM_HCV	GupDM_HCY	GupDM_HDB	GupDM_HDF	GupDM_HP	GupDM_HR	GupDM_HS	GupDM_JA	GupDM_JB	GupDM_JC	GupDM_JD	GupDM_JE	GupDM_JG	GupDM_JH	GupDM_JI	GupDM_JJ	GupDM_JK	GupDM_JL	GupDM_JM	GupDM_JN	GupDM_JO	GupDM_JP
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae	0.98178	0	0.22568	0	0	0	1.08753	0	7.40214	0	0.54696	0.14297	0.50059	0	0	0.13353	0.11618	0	1.4021	0	0	0.16611	3.8565	0.1301	0	0	0	0.36338	0	0	1.80236	0.01481	4.93052	1.12275	0.18762	0	0	0	0.0297	1.43209	0.43266	3.30893	0	3.43255	0.00508	0	0	1.20459	0.52386	0	0	0.9725	0.34358	0.36321	0.5622	0	1.10395	1.26756	0.32834	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii	0.87549	0	0.09491	0.44022	0	0	0	0	5.19197	0	0.28959	0.76797	0	0	0	0.48022	0	0.12528	2.09178	0.22259	0.01013	9.2527	0.03898	0	0	0	0	0.00746	0	0	2.69534	0.14918	0	0	0	0	0.12619	0	0.19897	0	0.05752	0.5764	0	0	0	5.37327	0	0.27236	0.14142	0.17749	0.82086	0	0.07198	0.08104	0.07171	4.58835	0.12589	0.12477	0.09748	0.45112
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	0.79867	0.04319	3.09513	0.76904	4.12337	0	15.06112	1.62086	26.08714	0.2793	0.53455	0	0.86639	0.02856	3.09807	1.46858	0.17954	0.88048	20.99067	0	0	1.50875	34.2484	0.04376	0.1086	0	0	5.109	0	0.06808	3.54074	0	33.26705	1.63707	5.20296	0	0	0	0	6.20418	4.91874	0	0	1.81346	0.69346	0	7.60562	6.69426	3.51821	7.74483	0.6789	19.76786	6.21394	2.91394	15.89093	0.24012	11.49088	12.12159	6.5772	4.88874
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis	0.72057	0.11384	0.48817	0	0.01933	0	1.28904	1.35861	1.98272	0.0471	0	0.28682	0.42096	0.10566	0	0.08971	0.03029	0	3.02973	0.06625	0	0.69217	0.54544	0.4466	0	0	0	0.01159	0	0.13059	0.42186	0	1.30711	0.65002	0	0	0	0.04645	0	0.21305	0.06723	0.50981	0	0.06153	0	2.25029	1.22805	2.25083	1.62378	6.93366	0	1.31249	1.60287	1.17078	3.683	2.2444	1.88524	1.83765	1.51381	2.62847
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus	0.67844	0	0.01696	0	0	0	0	0	0	5.71205	0	0	0	0	0	0.40224	0.20437	0	0	0	0.11506	0	0	0	0.2237	0	0.40881	0.35923	0.01848	0	0.95734	0	0	0.00587	0	0	0	0	0	0.88458	0.51277	0	0.06954	0.34239	0	0.0292	0	0	0	0	0	0	0	0	0	0.0748	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Eubacterium_rectale	0.53343	0	0.05039	0.02461	0	0	0.09169	0	0	13.77966	1.40596	0	0.35673	0	0	1.54806	9.8119	3.28133	0.64361	6.85524	15.72571	0.20513	1.17527	7.96704	1.01025	0.40005	6.65805	1.57102	0.76775	0.12836	9.84427	0	0	1.6997	5.02788	2.88784	0.10742	0	0	2.12862	1.64141	0.39055	2.92822	0.2439	1.49865	0	0	0	0	0	1.03441	0.12197	0	0	0.00798	0	0.01791	0.01702	0	0.47731
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_mucosae	0.50598	0	0.45964	3.03352	0	0	0.05369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09819	0	0	0.03037	0	0.02527	0.00395	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	0.44572	0	0.41756	0.89691	1.76919	0	0.71107	0.21995	2.82965	0	0.56138	2.10921	0.01679	0	0.07564	0.4484	0.00706	0.14068	0.29213	0.19348	0	0.17823	0	0.03121	0.20004	0	0.04227	0.34741	0	0.03347	1.47906	0	0.09216	2.11475	0.19314	0	0.07496	0	0	1.12517	0.44139	30.98905	0	0.11793	0	0.07425	0	2.62223	1.60329	0.27915	0	1.24441	0.84954	0.93032	0.49111	0.15182	1.7601	1.93644	1.04617	0.12691
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa	0.32673	0	0.01101	0	0	0	0	0	0.55039	0.05093	0	0.1145	0	0	0	0	0	0	0	0	0	0.04404	0	0	0	0	0	0	0	0	0	0	0	0	0.07527	0	0	0	0	0	0	0	0	0.01121	0	0	0.01754	0.45406	0.44499	0.78617	0	0	0.22618	0.54246	0.37969	0	0.23907	0.21653	0.2518	0.2608
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii	0.31939	0	0.00716	0	0	0	0	0	0.18988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19065	0.07754	0	0	0	0.04641	0.07808	0	0	0.03608	0.06463	0.02128	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens	0.31864	0	0.54284	0	0	4.23201	0	0	0	0.33061	0	0.05903	0.06958	0	1.36983	0.96213	0.28793	0.45879	2.09531	0.44446	0.85611	1.57287	0.01509	4.64137	0.28092	0.0981	0.25632	0.07019	0	0	0.25165	0	0	0.11578	0.39071	0.22305	0.14628	0	0	0.17894	0.06107	0.1618	1.4109	0.19962	0.12387	0.30126	1.00852	0.18134	0.09376	1.98139	1.20132	0	0.506	0.07975	0.8327	0.37827	0.11579	0.10468	0.52722	1.27532
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans	0.31341	0	0.54722	0.03846	8.16503	2.24654	1.24033	1.50706	0	0.16741	0	0.00691	2.29096	0	3.44784	0	0.00684	2.03174	8.03141	1.35459	2.67238	0	2.03955	0.31744	0	0.46468	0.51622	0.02983	0.17187	0.48645	0.48269	0.10762	2.70339	0.94826	4.1838	0.05779	0	0	0.13595	0.18776	0.02729	0.0166	0	0.27981	0.54365	0	0.72599	0.82899	0.28768	0	0.54971	0.38805	0.59549	0.29973	0.16728	0	0.65557	0.64742	0.61818	0.34104
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_stomatis	0.30674	0	0.00592	0	0	0	0	0	0	0.00814	0.01016	0	0	0	0.00906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_57_20	0.29042	0	0.03707	0.15797	0	0	0	0.03878	0.5175	0	0.36168	0.49867	0	0	0	0.17439	0.07925	0	0	0.40715	0	0.07293	0	0	0.15953	0	0.1066	0.04797	0	0.16981	0.11724	0.01435	2.04254	1.22863	0.26893	1.69933	0	0.03648	0.03687	0	0.06798	0.05297	0.18018	0.10187	0.31511	0.45227	0.47547	0.01574	0.47847	0.70475	1.35905	0	0.24151	1.20542	0.35721	0.45547	0	0	0.30422	0.95208
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	0.2626	0	0.87187	0.74692	0.64798	1.78205	0	0	0	9.64885	1.29709	3.97564	2.08815	0.00354	3.63451	0.58431	2.39736	1.68092	4.85651	3.27901	2.42598	2.81976	1.72927	0.89838	1.27129	0.38258	0.38095	5.50335	0.67692	1.42815	3.60336	7.44384	1.3436	2.1882	2.18555	0.9514	0	1.76395	6.9625	1.10068	4.84305	2.91182	0.46793	0.31182	0.66372	0.01674	0.93489	0	0	0.52573	1.62197	0	0.41391	0.04749	0.18663	0.11097	0	0	0.52577	0.89686
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei	0.25855	0	11.75956	0	0	0	0	4.12683	0	0	0	2.62493	0.16234	0	0	0	0	0	0.53172	0	0	0.0075	0	0	0	0	0	0	0	0	0	0.06164	0.98777	2.87044	0	0	0	0	0.10462	0.49093	0	15.66323	0	0	0.08315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_gordonii	0.21407	0	0.00793	0	0	0	0	0	0	0	0	0.00513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena	0.14688	0	0.12592	1.11048	0	0	0	0	0	0.06903	0.46791	0	0.02867	0	0	0	0.30262	0.15386	0.02311	0.23074	1.67577	0.07492	7.18985	0	0.27141	0	0.16492	0.08277	0.03186	0	0.94156	0	0	0	0.86743	0	0	0	0	0	0.13705	0.03341	0.64551	0	0.04243	0	0	0	0	0	0.27678	0	0	0	0	0	0	0	0	0.13045
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_amylovorus	0.12225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri	0.11462	0	0.5081	0.22441	0	0	2.39399	0.1743	0	2.9128	13.62363	4.95872	29.93923	0	0	77.51126	78.44183	68.61681	0	54.73784	22.67401	18.60715	0	29.48105	87.24307	86.55372	53.50746	36.70138	76.62737	84.42733	15.33202	81.83568	2.69726	0	50.87827	43.1584	0	32.27374	82.18147	46.31854	38.87673	0	46.89815	73.48756	62.78306	13.33556	23.62888	0	0.04834	2.66967	4.32662	1.13225	10.95773	0.12798	1.74303	12.15347	0.52609	0.59467	11.67562	6.5665
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	0.10827	0	0	0	1.93685	0	0	0	0.60969	0.04406	0.07116	0	0.03331	0	0	0	0	0.20905	0	0	0.02613	0	0	0	0	0	0	0.00407	0	0	0.36666	0	0	0	0	0	0	0	0	0	0.04465	0	0	0	0	0	0.0382	0.07492	0	0	0.04802	0	0.0448	0.00959	0	0	0.00591	0.01396	0.03849	0.04702
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens	0.10637	0.47503	0.14752	0	0.08114	0	0	0	0	0.26585	0	0	0	0.56995	0	0.08281	0	0.10203	0	0.12372	0	0.8751	5.5745	1.77658	0	0	0.05816	0	0	0	0.29147	0.01165	0.11085	0.05692	0	0	0	0	0.01367	0.21686	0	0	0	0	0.00112	0.12395	2.2451	0.3783	0.20731	0.73643	0	0	1.50248	0.13414	0.34848	0.17659	0.19338	0.21014	1.53262	0.57951
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_faecium	0.10425	0	0	0	0.20001	0	0	0.35793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05762	0	0.12998	0	0	0	2.70599	1.57713	0	0	0	1.10997	1.16126	0	0.02499	1.25426	1.48709	1.04715	0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila	0.08437	0	0.01284	0.04943	0.04368	0	0	0	2.47367	27.33715	0	0	0	0	0	0	0	0	0	0	0	1.10955	0	0	0	0	0	0	0	0	0	0.02395	3.32789	2.68112	0	0	0	0	0.03351	0	0	0.05841	0	0	0	4.21495	0	3.44035	7.49192	6.97658	0	0	4.10832	5.20957	3.26502	4.68448	2.21015	1.95123	3.7674	2.6781
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella|s__Parasutterella_excrementihominis	0.08095	0.28144	1.59193	4.83497	0	6.31791	0	0	0	0.08448	0	0	0	0.2274	0	0	0	0	0.5817	0	0.1064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28072	0	0.66601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_isoflavoniconvertens	0.06741	0	0	0	0.16389	0	0	0.05161	0	0	0.08004	0	0.30524	0	0	0	0	0	0.18929	0	0.29578	0.09978	0	1.64953	0	0	0	0.13698	0.08708	0	1.71998	0	0.8251	0	0	0	0	1.41511	0	0	0.06547	0	0	0	0.0254	0	0	0	0	0	0.02021	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_nordii	0.06364	0	0.00564	0	0	0	0	0	0	0.0122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01179	0	0	0	0	0	0.00385	0	0
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_110	0.06229	0	0	0	0	0	0	0	0	0.728	0	0	0	0	0	0	0	0	0	0.20402	0.00595	0.09372	0	0	0	0	0	0	0	0.45404	0.11441	0.03332	0	0	0	0.11814	0	0	0.03038	0	0	0	0	0	0.02857	0.2317	0	0.25561	0.3514	0	0.10966	0	0.28642	0.27941	0.01127	0.47381	0.19291	0.12854	0.26626	0.12495
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_micraerophilus	0.05375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_eggerthii	0.03629	0	1.47855	0	0	0	8.49865	1.07836	0	0	0	0	0	0	0	0.01183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45841	0.69116	0.12292	0	9.63841	0.21809	0.97972	5.14105	0	4.0046	4.52403	0.1525	0.15413
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes	0.03616	0	0.15406	0	0	0	0.86617	0	0	0	0.0113	0	0.18824	0	0	0	0	0.04781	0.02376	0.34473	0.52624	0	0.14775	0.27083	0.04671	0	0.11828	0	0	0.08027	0.37445	0.01209	0	0	0.15743	0	0.00892	0	0.04259	0.13603	0	0	0.07106	0	0	0.44563	0	0	0	0.2585	0.23176	0.25078	0	0	0.28639	0.42767	0.0657	0.121	0	0.21225
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae	0.02745	0	2.13666	0	0.1208	0	12.2446	0.25525	5.65377	0.10798	0	1.72368	0.63225	0	0	0.09896	0.00598	0.01066	1.25389	0.11957	0.0466	0	3.68476	0.41398	0.07358	0	0.1764	0.1664	0	0	0	0	1.0255	0	0	0	0	0	0	2.05434	0.18783	0	0	0.26888	0.01534	0	0	1.73622	1.18496	0	0	14.08408	0.70594	0.76617	7.59971	0	6.65127	7.06473	0.59977	0.09836
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_faecichinchillae	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_fergusonii	0.01735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_plebeius	0.01586	0	0.04573	0	8.09305	0	0.2498	0.1545	0.02644	0	0	7.30945	0.64104	0	67.22193	0	0	0.00466	0	0	0	3.19209	0	0	1.5315	0	0	0	0	1.29493	0	0	0	0	0	0	0	0.06575	0	1.51939	0	0	0	6.02787	0	0	0	0	0	0	0	0.19081	0	0	0.11812	0	0.04508	0.0572	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Bacteroides_pectinophilus	0.01114	0	0.78806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01086	0	0	0	0	0	0	0	0	0.22215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_CAG_241	0.00655	0	0	0	0	0	0	0.75824	2.88182	0.24588	0.45297	0	1.13747	0	0	0.65973	0	0	0	0.00677	0.14711	0.04105	0	0	0.20659	0	0.01211	0	0	0.01521	0.40815	0	0.43975	0	0.04085	0.92747	0	0.01529	0	0	0	0	0.01366	0.00308	0.501	0.03228	0.39719	0.68156	1.94396	4.59717	4.0092	0	1.17888	1.82494	2.28718	0.25707	0.39713	0.3264	1.22738	4.10067
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	0	35.61607	9.02683	1.99401	1.45021	1.02295	0.29704	0.09241	0.19712	0.11092	0.62258	0.02836	0	36.77656	0.46468	0	0	0.39068	0.01095	0	0.09651	6.17348	0.64082	0	0	0	0	3.62506	0	0.22244	1.77894	0.02819	0.73513	1.36593	0.01191	0	3.31695	0.0413	0.0445	0.03326	3.46438	2.02988	0	0.07705	0	0	0	0.0581	0.05279	0	0	0.26575	0.02568	0.07957	0.13182	0.01614	0.13681	0.11164	0.00375	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve	0	2.61477	0.77045	0	0	0.09625	0	0	0	0	0	0	0	3.032	0	0	0	0	0	0	0	0	0.03723	0	0	0	0	0.11044	0	0	0	0	0	0	0	0	0.18184	0	0	0	0.17571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	0	0.56581	0.54123	0.06206	0	0.12542	0	0	0.81338	0.04192	0	0	0	0.6205	0	0	0.41817	0	0	0	0	1.28203	0.84111	0	0	0	0	0.09542	0	0.01458	0	0.08761	0	0	0	0	1.41228	0	0.05882	0	0.09479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_avium	0	0.52501	0.12904	0	0.04167	0	0	0	0	0	0	0	0	0.74222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum	0	0.36127	0.01297	0	0.03288	0.10481	0	0	0	0.0055	0.11565	0	0	0.29809	0.12418	0	0	0.0288	0.0208	0	0	0.27412	0.01769	0.03266	0.06071	0	0	0	0	0	0.01491	0	0	0	0	0.06592	0.03737	0.00943	0	0	0	0.00558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis	0	0.31627	0.05887	0.0245	0	0	0	0	0	0	0	0	0.02341	0.36012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_helveticus	0	0.30226	0.04882	0	0	0	0	0	0	0	0	0	0	0.24602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae	0	0.26911	2.51506	4.10966	34.12475	8.68512	0	0	0	0	0	0	15.46234	0.20824	5.33609	0	0.1587	0	0	0.41573	1.46344	0.56243	0	1.12525	0.88515	0	2.99531	0.02477	0.02225	0.21092	0	0	0	0.4476	0.13202	1.68054	12.07394	10.63083	0	0	0	0.0925	0.20063	0.36973	0.17602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii	0	0.22492	1.43682	4.93969	0.62027	0.44465	0.26787	0	0.693	0	0	0.57979	0.13035	0.20661	0.11566	0	0	0	0.00513	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63858	0	0	0	0.29903	0	0	0	0	0.04064	0	0	0	0	0.00686	1.54013	1.01745	0	0	0.07273	0.66396	0.64222	0.01753	0.00629	1.22306	0.9269	0.61662	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_argentoratense	0	0.17614	0.02471	0	0	0	0	0	0	0	0	0	0	0.13479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_casseliflavus	0	0.16067	0.08272	0	0	0.02495	0	0	0	0	0	0	0	0.11435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_panis	0	0.11868	0.01689	0	0	0	0	0	0	0	0	0	0	0.09912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	0	0.11709	0.05355	0	0	0.08854	0	0.25835	1.31749	1.23639	5.69978	0	0	0.09861	0	0	0.63334	0.82139	0	2.38724	6.44971	6.95503	4.39838	0.19512	0.39879	0	0.27087	6.81906	0.16	0.88641	5.18871	0.66624	0.04814	15.64937	0.65658	0	20.28098	0.25896	0.82456	0.63986	5.75415	0	0.16349	0	0.50526	0	0	0	0.02264	0	1.76578	0	0	0.18943	0	0	0	0	0	0.94816
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_variicola	0	0.09836	0.92484	1.72684	10.24208	3.36287	0	0	0	0	0	0	3.17796	0.12594	1.35732	0	0.02119	0	0	0.22853	0.13936	0.39585	0	0.54631	0.50557	0	0.50998	0	0	0.02622	0	0	0	0.11446	0	3.20608	3.95392	3.15176	0	0	0	0	0	0.7667	0.29699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus	0	0.05098	0.00339	0	2.53127	0	0	0	0	0.08526	0	0	0	0.05269	0	0	0	0	0	0	0	0.20703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05241	0	0	0	0	0	0	0	0	0	0.00969	0	0	0	0
